gsis_id,speed_max_max,speed_mean_mean,speed_std_mean,speed_p50_mean,speed_p75_max,speed_p95_max,accel_max_max,accel_mean_mean,accel_std_mean,accel_p95_max,total_distance_sum,avg_distance_per_frame_mean,dir_change_avg_mean,dir_change_max_max,total_frames_sum,work_efficiency,speed_consistency,intensity_ratio
278868,5.1979967753,1.0391373772256527,0.3754184272259827,0.8843652407323334,1.6101113955166666,1.9159784317,4.272838714767986,0.34361525016425265,0.26441618203027845,1.0679767390492942,15258.170027158296,0.022115511472315996,54.998713950397054,104.2406342499958,581036,0.026260283402677796,2.7679445170126002,1.843816297721276
349029,8.796230951933333,1.1819483039019076,1.5422847172151468,0.48334038257666667,1.5243000984200001,4.565840085333334,4.632787002226464,0.4988433656126671,0.5761206440189571,1.70289202580186,1900.3407845120869,0.03901255947346773,110.89994842929976,110.89994842929976,48711,0.03901255947346773,0.7663619373964317,3.862977822515884
362952,9.341744105033333,1.0748123445343585,1.466140682495229,0.37142618497333335,1.4077246983833334,4.246571858733334,5.625623380912022,0.5581121887661701,0.6738309429552355,2.0566597201757095,39798.4409534213,0.1199731133742744,106.8915603784295,106.8915603784295,331728,0.1199731133742744,0.7330895031881471,3.9509891008677225
336471,9.450660705566667,0.9048488901525349,1.2678697727591428,0.38105310499675,1.4087821642566667,3.9306933085,8.493862315541117,0.5800460500988014,0.6613008480358187,2.0629682075530673,94566.05259992236,0.03645485171606233,103.4038941112238,104.62628332852363,2692271,0.03512501252657045,0.7136765223003932,4.344032855958284
328257,7.654072443633333,0.6681129492456139,0.9246097390310982,0.29538868089525,1.1183663209266668,3.1393693288166666,5.614388094341535,0.5166547852436594,0.48188423715764045,1.5995668302289232,248423.17553169403,0.09809270377378149,104.26574488135216,105.89171183758671,2353615,0.10554962282773267,0.7225891325195556,4.698860173809565
340182,5.864649454766667,0.7622067797243969,0.87619552993547,0.3927202224733333,1.1184556484233334,2.5786862373366666,3.678891979023326,0.477501738161209,0.44543119897236766,1.3339793592385472,2075.513915288448,0.01274103078752884,103.42794345805807,103.42794345805807,162900,0.01274103078752884,0.8699048941513452,3.38318459758267
351069,7.7042719523,0.6831429436508649,0.9663793727860804,0.30414013663908335,1.3778222401933335,3.784137090033333,6.6547243356926105,0.4962545679852364,0.45974313954261226,1.535874158106761,36280.534019962564,0.018799536016593635,105.44552260365037,107.98806118964018,1863902,0.01946482917018307,0.7069096908405212,5.539304951040084
348705,6.991320292166667,0.9401270361533528,1.0939396480047496,0.49048340320666667,1.29056620598,3.2996975580866668,5.478730179456093,0.4997067747804071,0.5149096567003076,1.5279547608941129,3722.097363891655,0.019724946284534473,104.6831482803752,104.6831482803752,188700,0.019724946284534473,0.8593957060319208,3.5098422140775694
306298,8.790000000000001,0.7870920305439927,1.016553225588864,0.38866155286566667,1.1395599047333334,3.521742184966667,7.24562473343588,0.5703503715678253,0.5357825324643873,1.5391640411115426,76447.02226721385,0.03160395975014993,104.61631059607635,105.75807751399721,2465750,0.03100355764664457,0.7742752772124153,4.4743715452596335
354742,6.504250208533333,0.6197616549893064,0.8730256112671892,0.251422504584,0.7658013502766666,2.61267153422,4.346858318409702,0.4579459226218155,0.4383137859139803,1.393465231296562,11300.006097597077,0.032013162495317236,102.75469273921036,102.75469273921036,352980,0.032013162495317236,0.7099008860573146,4.215606940485984
349825,8.2288455963,0.801793431987444,0.9412805550739493,0.46391884486,1.15075381597,2.7775135040266665,5.0609721135297185,0.5035988851763074,0.4972229273487859,1.3904701578549978,5457.495598059636,0.013860517488671918,100.48557707353568,100.48557707353568,393744,0.013860517488671918,0.8518113198720579,3.4641260369792626
325952,9.6633898417,0.8033835755392627,1.0789436254599738,0.393423790535,1.2159817218766666,3.5478223165,7.781887992754033,0.5147918878815484,0.5797563095509197,1.6829515827996784,141122.78060024383,0.07077042882568256,106.0817658584056,108.12816374115359,2190654,0.06442038797557434,0.7446019945636781,4.416100135129801
347705,10.070860544833334,0.8808976841274878,1.2097557323670283,0.3853413613633333,1.2766757806133333,3.8819656372,6.214581570818861,0.524761046825371,0.5833557996776442,1.702506761314924,175489.50210680126,0.08996290844915752,104.17087489141137,105.71814864178748,1948107,0.09008206536232417,0.7281616119345917,4.406829200652301
281256,8.422164281199999,0.6295552120811798,0.7888665987210768,0.35695912440666666,0.8625890413933334,1.85937277476,7.096092678112469,0.487464248533905,0.4285829235551402,1.2052531091261138,26324.028177775726,0.033859340537121356,104.4447936978273,105.26147184641428,1035828,0.025413512839753055,0.7980502826483272,2.953470544089845
348768,5.563123703,0.6334489742937328,0.8815382724208904,0.215812643369,0.8541087309533334,2.8525590896599997,4.8457411096695715,0.4516779797458425,0.5243435246933402,1.5486188983353955,6697.720005390004,0.016415014816260818,104.78503450564918,104.78503450564918,408024,0.016415014816260818,0.7185722890444087,4.503218420774104
None,10.757484436033332,0.7320982857212966,0.9953174857288379,0.3467831256654074,1.38046916326,3.7289574941,10.18408520098183,0.5057833810244304,0.5215576822456991,1.7328781178708978,848746.0503191237,0.04234741190930504,104.24628345008227,105.08047424694436,21916386,0.038726551463326285,0.7355424738521552,5.093520319373594
350683,7.573886235566667,0.7643074411903131,0.9936818681378057,0.32054251432433334,1.0290429592133334,3.0019168853766662,4.499378290567745,0.5144917984272597,0.5070793988913026,1.5449199252952779,9939.840657087652,0.023554571311986135,104.88417257169314,104.88417257169314,421992,0.023554571311986135,0.7691671406087461,3.92763006559449
350438,9.559067408233334,1.0682319839250158,1.2488773528063088,0.6749676068633333,1.3422085444133334,3.6409889857,5.46082192332477,0.48059294630333543,0.5353397356831411,1.4839397544377229,5779.608746735885,0.023387106061376634,110.2515813103287,110.2515813103287,247128,0.023387106061376634,0.855353795570581,3.408425361242112
328197,8.9468460083,0.6696071959390709,0.947448336523036,0.31623613834383335,1.04007546107,3.403987884533333,6.922060866987131,0.4944721663509772,0.5191035677119611,1.6733867961542135,78491.630887674,0.031048236546797725,104.13010101783104,106.29081080956351,2186103,0.035904818248579315,0.7067479778331853,5.0835592944300885
349015,7.410120010366666,1.1959428893594424,1.3389122429430447,0.7011862595866667,1.6900134086599998,3.8412952422999997,2.6401189379683108,0.4734318177150836,0.41171455181143024,1.346564182154613,4328.823647770932,0.034093010591165956,100.9446060739126,100.9446060739126,126971,0.034093010591165956,0.8932197727392922,3.211938694127302
330695,8.832628250133334,1.1298155442296218,1.272814582153013,0.72274406751,1.4973473548899998,3.7524108886666667,6.459566148111322,0.6327141964975342,0.6689505837193711,1.8890720177328313,13100.65968834536,0.039729668951296794,106.62977680427515,106.62977680427515,329745,0.039729668951296794,0.8876513202091831,3.3212597470725123
330326,7.931830724066667,0.8271902746561234,1.116158038313696,0.36988504727666666,1.0209790070866667,3.3623339335,5.07485754875713,0.49110268604832424,0.5074707840078654,1.509562327192296,4454.616253767737,0.01706043573451498,107.60693345843146,107.60693345843146,261108,0.01706043573451498,0.7411049746197695,4.06476482680817
325360,6.594788869233334,0.5552421967305652,0.7080309198850501,0.28160864611475,0.8710380395266667,2.635341008503333,6.5509095349232656,0.4501808513730337,0.4121566207414399,1.4134189223660432,30480.01644446239,0.015401531736889757,104.15736116768386,105.23675986885948,1828408,0.0166702488965605,0.7842061428909202,4.746290941180303
331921,6.287715911866666,0.6415382077914182,0.8134556647091216,0.3130925581853333,1.06786251068,2.904554049173333,6.226276283868342,0.4994730938121054,0.45813032018854655,1.5443092162232248,168104.3457791024,0.07412634991622755,103.64177339456305,104.58259840156144,2314524,0.0726302020541167,0.7886578649874199,4.527484121596829
349098,9.3779443105,1.1681482700218555,1.3423273914892775,0.8082332611099999,1.34096034368,4.1098311742,6.4005444762900625,0.5759352135694358,0.6817595520796109,1.9507162866052694,20137.137177397242,0.03439723207664335,104.72071606537415,104.72071606537415,585429,0.03439723207664335,0.8702409542025551,3.518244455494598
304444,9.9206015269,0.9080289713192039,1.1330913088489791,0.4981359442075,1.2663723627733334,3.671012242633333,7.977574202094168,0.5652344960856126,0.6443142696932078,1.8247618361498326,90722.06395635201,0.04002726278434582,103.81954780548895,105.03678343627668,2303677,0.03938141673348825,0.8013731675707593,4.042836031211656
351662,8.278166453033334,1.0048791214347936,1.3213539555719311,0.4708393017466667,1.29155063629,3.946643829333333,5.6836156699504015,0.5260713056637598,0.597844575962128,1.6756337541053805,4782.503891643139,0.024695872535026742,106.07073966108352,106.07073966108352,193656,0.024695872535026742,0.7604920068520509,3.9274811717634335
405914,9.953594843533333,0.8713850895443032,1.186377996727827,0.43026969512316665,1.4561823209133333,3.6913696925,7.835149955299138,0.527060710990997,0.5985583576364684,1.7933324909392396,218520.1046680485,0.08989358027538885,106.10893209781709,109.34075635145197,2267473,0.09637164573428152,0.7344919510878387,4.236209382961128
360413,9.814860026033333,0.9724109246380593,1.3811761760738788,0.37197625140408336,1.3655044237766667,4.1957209905,8.095513783013665,0.5862247628207107,0.7281505869188953,2.3600449118692204,97493.23968092422,0.03944230474469186,104.4029189123254,105.37481432311517,2359984,0.04131097485445843,0.7040455384933061,4.314761264186421
301317,7.726666666666667,0.6058734800468686,0.8100982179391456,0.30358942826625,0.95844833056,2.6022214889533335,5.49747738500628,0.4961983953638558,0.4120290695458325,1.3273909333470602,156261.17617040657,0.07337604720835156,103.63547170087104,104.13978334474457,2504917,0.06238177798721737,0.7479012626249002,4.294991569447855
332504,8.949851353966666,0.6998722345778557,0.7738953729179229,0.43501624465,1.2747479279833334,2.42734034856,5.90318256070955,0.49880714194371933,0.4563223903940986,1.375887170532433,32191.98807449048,0.0157686240707187,102.67759539200688,104.19727716892427,2421196,0.013295903377706919,0.9043499406632093,3.4682621036168224
325913,7.7191060384,0.5659876411652903,0.8501628904204304,0.25336980322991665,0.8111720085133333,2.6893459955866668,6.436766330539384,0.45590782440008437,0.47484893922747895,1.340100704980419,29146.367689153907,0.013470948194706601,104.6162552003849,106.2063624593228,1983847,0.014691842510613926,0.6657402334808955,4.751598444887728
336893,5.7141342163,0.556121194632043,0.739551113698055,0.25321988582611116,0.8266666666666667,2.32,5.299155152493483,0.43063056202301836,0.39932952538687577,1.1930326245289733,141468.29311020864,0.08807580726956755,102.56623152801802,103.15313233817706,1471783,0.09612034729998148,0.7519712759963431,4.171752528754142
289423,7.626086552933334,0.957485014469512,0.5260749221926886,0.7206037243211667,1.1658453941333333,2.8664662043266667,6.013324319753329,0.2980459038783046,0.32499795868540715,1.2633444100323457,10018.060108568732,0.012753251589707464,51.85098013498795,102.218865024209,615240,0.016283174222366446,1.8200544714785096,2.993745239882227
348606,8.8158861796,0.8330649756997381,1.162580550197815,0.3315387070186666,1.3427394231166667,3.4739767710333336,7.608788757330303,0.4617052174914025,0.5771690855057826,1.6884593369343024,34674.00101551832,0.04248457087626942,103.37225456131824,104.16896109021714,1078872,0.032139124025387926,0.716565381691609,4.170115023879554
348216,9.367218653366667,1.1164627460889307,1.3959699105496248,0.6543310085933333,1.3037847677866667,3.8413213094,4.824531685898435,0.5044972545657432,0.5373553432720682,1.4886392222879368,6221.330809368511,0.032291761701279516,103.03114771336905,103.03114771336905,192660,0.032291761701279516,0.7997756525062594,3.440617542194304
349628,6.260483423866667,0.5894836406959391,0.7376957841192626,0.3174419154718333,0.8305598894766667,2.57124598821,5.0159629710564815,0.4779218554864023,0.3989483096357883,1.2084810479323025,62447.276109400365,0.02366691106013677,104.66276560292889,106.34063505196194,2139762,0.029184215865783375,0.7990877179808279,4.361861484696013
361898,10.637351353966666,0.9107536262112057,1.2220066748929157,0.37410814066683334,1.4425717989600002,3.793860753366667,7.644051366715331,0.5451851315681295,0.6518265538142944,1.9177940660082233,129475.08053009442,0.06449263689742046,105.64622150283732,107.6628383361629,2172688,0.059592118394401046,0.7452934954639384,4.165627941718305
