gsis_player_id,target,position_group,height,weight,forty_yd_dash,bench_reps_of_225,standing_vertical,three_cone,twenty_yard_shuttle,standing_broad_jump,hand_size,arm_length,wingspan,speed_max_max,speed_mean_mean,speed_std_mean,speed_p50_mean,speed_p75_max,speed_p95_max,accel_max_max,accel_mean_mean,accel_std_mean,accel_p95_max,total_distance_sum,avg_distance_per_frame_mean,dir_change_avg_mean,dir_change_max_max,total_frames_sum,work_efficiency,speed_consistency,intensity_ratio,height_zscore,weight_zscore,forty_yd_dash_zscore,bench_reps_of_225_zscore,standing_vertical_zscore,three_cone_zscore,twenty_yard_shuttle_zscore,standing_broad_jump_zscore,forty_yd_dash_elite,three_cone_elite,twenty_yard_shuttle_elite,standing_vertical_elite,bench_reps_of_225_elite,standing_broad_jump_elite,pos_DB,pos_SKILL,pos_OL,pos_DL,pos_LB,composite_explosiveness,composite_agility,composite_size_weight_speed,int_DB_forty_yd_dash,int_DB_three_cone,int_SKILL_forty_yd_dash,int_SKILL_standing_vertical,int_OL_weight,int_OL_bench_reps_of_225,int_DL_weight,int_LB_twenty_yard_shuttle,receiving_yards,rushing_yards,receiving_touchdowns,rushing_touchdowns,passing_yards,passing_touchdowns,defense_total_tackles,defense_sacks,defense_interceptions,seasons_played,receiving_yards_per_season,rushing_yards_per_season,defense_total_tackles_per_season,production_score
304792,0.0,UNKNOWN,73.625,208.0,4.65,,34.5,6.85,4.18,123.0,9.0,32.0,75.5,9.0713297526,0.558236292244501,0.9125060779978912,0.2258096734683333,0.6465849081666667,2.52004257838,6.470725927123467,0.4150545836696075,0.5490486436871151,1.24083612601682,8962.510508883428,0.0145871820264699,103.02454647742115,103.02454647742115,614410,0.0145871820264699,0.6117617248855094,4.514293702130442,-0.0561077712520486,-0.6437439243032651,-0.3988885562123688,,0.3256606946791527,-1.0646459173031086,-1.106543039445601,0.7380382564339382,0,1,1,1,0,1,0,0,0,0,0,0.5318494755565455,1.0855944783743547,-0.7178096495047454,-0.0,-0.0,-0.0,0.0,-0.0,,-0.0,-0.0,,,,,,,,,,,,,,0.0
305581,1.0,SKILL,74.5,243.0,4.52,13.0,35.5,7.19,4.45,110.0,9.75,32.75,78.125,8.7558256785,0.7840551810470378,1.0899758555013253,0.329465250175,1.2211600939433334,3.15727297465,6.502857654046308,0.4509621391716932,0.5369891413353699,1.4793316323143275,29780.947618259463,0.0302172647877577,101.88317327534055,101.94087158746464,1027704,0.0289781373024328,0.7193326137361256,4.026850470439767,0.5048317446572398,1.1472817823827457,-0.198533500309835,-0.99299892235334,0.3642618727374106,0.6061376444160279,0.8706049727083005,-1.6197224464990485,1,0,0,1,0,0,0,1,0,0,0,-0.045670941820831,0.1228020581269007,0.4877973743412209,-0.0,-0.0,-0.8313610575863867,0.5589353766833686,0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,0.0
305396,0.0,UNKNOWN,71.125,203.0,4.6,11.0,34.0,7.06,4.25,110.0,9.5,31.875,76.0,9.2835629781,0.6646735397636179,1.081793674177773,0.1965772211551666,0.9485222498566668,2.8957894643133333,8.447202598108762,0.4085375311454663,0.5166935045263089,1.2802048635140306,15414.277068424042,0.0154661428200262,103.22416743936977,103.37530165039304,1039320,0.0148311175272524,0.6144180314872048,4.356709408566469,-0.9626525469401248,-0.7464394914168933,-0.5652241336639156,-1.4438928904510675,0.2090233536770449,-0.5341274432571521,-0.83000410694152,-0.6502772603250306,0,1,1,1,0,0,0,0,0,0,0,-0.2206269533239928,0.6820657750993361,-0.7980173701193148,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,0.0
304628,0.0,UNKNOWN,78.125,253.0,4.64,,35.0,7.16,4.35,120.0,9.5,,80.0,8.4789943695,0.8259578406389172,1.0686115287322024,0.34791624546,1.2752256393433334,2.987003008523333,6.261244249196548,0.467747818691025,0.5644267052947425,1.3625369697503709,19676.73770577841,0.0377911877115609,102.85186941150924,102.85186941150924,520670,0.0377911877115609,0.7729261929438765,3.6164109855930975,1.5756728249864882,0.2805161797193879,-0.4321556717026799,,0.4422980356812607,-0.2814995984733619,-0.4349484890785502,0.4176577525664838,0,0,0,1,0,1,0,0,0,0,0,0.4299778941238722,0.358224043775956,0.5899081981471329,-0.0,-0.0,-0.0,0.0,0.0,,0.0,-0.0,,,,,,,,,,,,,,0.0
305338,0.0,LB,73.125,231.0,4.6,19.0,36.0,6.93,4.23,122.0,10.0,31.5,75.625,9.519910812366666,0.8256956101694587,1.0963612159278764,0.39059774081,1.0606176058466663,3.290015856423333,7.322642981420779,0.5157507442480811,0.5603332954357061,1.5435418379459311,27235.48864314853,0.0266253782494401,104.51541655028502,104.6509293230468,988500,0.0275523405595837,0.7531236951597681,3.9845383890900408,0.3940302305156297,-0.2617119612951068,-1.2477005877840943,-0.8475793795260135,0.1548225999432361,-0.5472216888217636,-0.3297353058652579,0.4923659639173309,1,1,1,1,0,1,0,0,0,0,1,0.6534087364151315,0.885779435995095,0.014670974162174,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.9090152305141126,,,,,,,,,,,,,,0.0
325018,0.0,OL,80.0,314.0,5.28,19.0,32.0,7.75,4.77,108.0,10.125,32.875,79.75,4.1963186264,0.2529881205619115,0.3942683385180368,0.1039194787541666,0.51645465692,1.82402086258,4.0168962294779735,0.2094943621409934,0.2132797491301347,0.8414944930593671,34027.44108036785,0.1768859314340509,102.62963349574464,102.67638730346376,601806,0.0565422097492677,0.6416648151683576,7.20990716294769,1.9427762292472608,0.7393051494605704,0.6241363126178856,-1.3887301496588271,1.2264538250702832,-0.0421547550483928,0.3146576825987405,0.1979371225354454,0,1,0,1,0,1,0,0,1,0,0,-0.56069513661736,-1.2166448958484604,1.2499748481268405,0.0,0.0,0.0,-0.0,1.5334020985056511,-0.0985790326813979,0.0,0.0,,,,,,,,,,,,,,0.0
283943,0.0,DL,76.0,300.0,4.98,22.0,32.0,7.45,4.29,116.0,9.5,32.125,79.25,6.731667200733334,0.7286571535811505,0.8957407870635657,0.3846970399233333,0.9481728871666668,2.759980519613333,6.028672683274806,0.4549060318005589,0.4940861881739327,1.3086223254891216,4467.787018858861,0.0121678387135978,103.0385486848573,103.0385486848573,367180,0.0121678387135978,0.8134687669742583,3.787762881416568,0.6278174352233427,0.2189805944290743,-0.03074515692119,-0.2716302943497962,0.0474273900449745,0.3871514328647588,-0.7765465735127031,0.58508647263027,0,0,1,1,0,1,0,0,0,1,0,-0.1335211314607542,0.1104303541983527,1.352949069500065,0.0,0.0,0.0,-0.0,0.0,0.0,1.2458545105874923,-0.0,,,,,,,,,,,,,,0.0
280351,0.0,UNKNOWN,76.125,207.0,,,34.0,,,126.0,9.375,33.5,79.5,5.9577929179,0.5563747036433654,0.7096538386243548,0.244051218033,0.8207821846,2.02562936147,3.756987301181831,0.3551874579746716,0.3086227371090622,0.9226755458339796,17939.435805440386,0.0388610701328778,103.24923748855518,103.24923748855518,461630,0.0388610701328778,0.7840085875134319,3.640764664901844,0.8504370044360274,-0.6642830377259907,,,0.2090233536770449,,,1.0584187603013924,0,0,0,1,0,1,0,0,0,0,0,0.6337210569892187,,,,,,0.0,-0.0,,-0.0,,,,,,,,,,,,,,,0.0
278868,0.0,OL,76.875,305.0,4.96,21.0,22.5,7.4,4.65,107.0,10.25,33.875,82.625,5.1979967753,1.0391373772256527,0.3754184272259827,0.8843652407323334,1.6101113955166666,1.9159784317,4.272838714767986,0.3436152501642526,0.2644161820302784,1.0679767390492942,15258.170027158296,0.0221155114723159,54.998713950397054,104.2406342499958,581036,0.0262602834026777,2.7679445170126,1.843816297721276,0.1061180293286327,-0.4348853820356256,-1.228969440309447,-0.4629100498862757,-1.6076489328623984,-0.95010332532145,-0.4083855029473068,0.0659790408451484,1,1,1,0,0,1,0,0,1,0,0,-1.7221466267819607,-0.5375127967590491,1.51997015102688,0.0,0.0,0.0,-0.0,1.3485500777011206,0.2377494317610195,0.0,0.0,,,,,,,,,,,,,,0.0
385329,0.0,UNKNOWN,,,,,,,,,,,,8.289442062366666,0.6594679630195632,0.8724419878608514,0.3260473608971667,0.99230058988,2.769248962403333,6.1068581460685385,0.4861355615134773,0.4776585274118295,1.2945834240392746,16832.837018182447,0.0249043370373109,104.4734309274384,104.66399749052584,1001160,0.0168133335512629,0.7558874655225144,4.199216819758055,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
